Redshift,K-band mag,K-band dmag
 0.140, 19.259, 0.084
 0.103, 20.724, 0.292
 0.132, 21.419, 0.501
 0.190, 19.233, 0.082
 0.042, 20.784, 0.307
 0.177, 19.543, 0.107
 0.130, 18.971, 0.065
 0.158, 14.562, 0.001
 0.021, 16.488, 0.007
 0.121, 21.407, 0.496
 0.080, 18.481, 0.042
 0.134, 17.671, 0.020
 0.186, 15.336, 0.002
 0.060, 21.091, 0.391
 0.155, 19.456, 0.100
 0.175, 21.714, 0.619
 0.174, 20.212, 0.191
 0.138, 21.381, 0.486
 0.193, 14.704, 0.001
 0.188, 20.761, 0.301
 0.107, 20.616, 0.268
 0.119, 15.251, 0.002
 0.097, 20.207, 0.190
 0.199, 20.234, 0.195
 0.175, 21.920, 0.714
 0.120, 19.935, 0.151
 0.091, 20.441, 0.232
 0.186, 20.308, 0.207
 0.144, 21.620, 0.579
 0.086, 21.706, 0.615
 0.178, 20.752, 0.299
 0.142, 20.143, 0.180
 0.190, 16.981, 0.011
 0.152, 19.442, 0.098
 0.182, 21.637, 0.586
 0.144, 12.652, 0.000
 0.115, 20.407, 0.225
 0.129, 18.983, 0.065
 0.165, 19.435, 0.098
 0.158, 18.004, 0.027
 0.128, 19.300, 0.087
 0.171, 15.925, 0.004
 0.093, 16.441, 0.006
 0.196, 20.317, 0.209
 0.112, 20.746, 0.297
 0.157, 16.415, 0.006
 0.159, 20.279, 0.202
 0.192, 21.322, 0.466
 0.158, 19.320, 0.088
 0.144, 21.188, 0.421
 0.060, 21.731, 0.626
 0.161, 20.345, 0.214
 0.200, 19.898, 0.146
 0.169, 18.731, 0.052
 0.096, 19.879, 0.144
 0.167, 21.243, 0.439
 0.108, 21.525, 0.541
 0.097, 16.214, 0.005
 0.169, 17.388, 0.015
 0.168, 16.661, 0.008
 0.137, 17.304, 0.014
 0.146, 18.898, 0.061
 0.089, 19.860, 0.142
 0.179, 16.922, 0.010
 0.124, 14.976, 0.002
 0.152, 20.421, 0.228
 0.156, 18.484, 0.042
 0.138, 21.945, 0.726
 0.188, 20.054, 0.167
 0.132, 17.863, 0.024
 0.181, 20.293, 0.205
 0.154, 20.608, 0.266
 0.163, 20.684, 0.283
 0.093, 19.624, 0.115
 0.163, 19.983, 0.157
 0.174, 17.709, 0.021
 0.098, 21.641, 0.588
 0.041, 17.327, 0.015
 0.191, 19.999, 0.160
 0.089, 20.285, 0.203
 0.008, 16.284, 0.006
 0.080, 16.333, 0.006
 0.178, 21.474, 0.521
 0.188, 21.222, 0.432
 0.178, 19.840, 0.139
 0.178, 21.499, 0.531
 0.097, 21.462, 0.517
 0.077, 20.757, 0.300
 0.067, 17.143, 0.012
 0.127, 14.720, 0.001
 0.150, 20.061, 0.168
 0.060, 14.169, 0.001
 0.174, 20.959, 0.352
 0.153, 21.817, 0.665
 0.187, 21.217, 0.430
 0.186, 20.395, 0.223
 0.188, 16.869, 0.010
 0.185, 21.635, 0.585
 0.170, 18.719, 0.052
 0.169, 21.841, 0.676
 0.112, 19.043, 0.069
 0.170, 17.401, 0.016
 0.120, 20.205, 0.190
 0.168, 20.151, 0.182
 0.167, 21.170, 0.415
 0.079, 19.172, 0.077
 0.170, 20.566, 0.257
 0.136, 18.587, 0.046
 0.177, 19.606, 0.114
 0.182, 19.855, 0.141
 0.082, 18.135, 0.030
 0.102, 21.344, 0.474
 0.134, 20.892, 0.334
 0.128, 21.633, 0.585
 0.054, 19.948, 0.153
 0.123, 20.168, 0.184
 0.090, 18.625, 0.047
 0.161, 21.410, 0.497
 0.158, 20.160, 0.183
 0.189, 19.382, 0.093
 0.117, 21.465, 0.518
 0.175, 19.395, 0.094
 0.102, 16.704, 0.008
 0.026, 21.041, 0.376
 0.150, 20.424, 0.229
 0.199, 21.522, 0.540
 0.111, 21.710, 0.617
 0.182, 19.628, 0.116
 0.052, 19.455, 0.099
 0.192, 21.258, 0.444
 0.188, 20.431, 0.230
 0.108, 21.384, 0.488
 0.088, 21.713, 0.619
 0.026, 21.086, 0.389
 0.171, 21.344, 0.473
 0.115, 16.563, 0.007
 0.127, 20.154, 0.182
 0.187, 20.630, 0.271
 0.173, 20.159, 0.183
 0.011, 15.727, 0.003
 0.149, 16.188, 0.005
 0.192, 20.823, 0.316
 0.129, 14.035, 0.001
 0.172, 21.591, 0.567
 0.137, 17.622, 0.019
 0.149, 20.156, 0.182
 0.197, 20.268, 0.200
 0.128, 20.564, 0.256
 0.190, 18.035, 0.028
 0.072, 21.113, 0.397
 0.137, 16.712, 0.008
 0.173, 19.364, 0.092
 0.130, 19.664, 0.119
 0.181, 17.388, 0.015
 0.146, 19.804, 0.135
 0.171, 17.817, 0.023
 0.142, 21.749, 0.634
 0.174, 15.652, 0.003
 0.186, 17.296, 0.014
 0.036, 19.604, 0.113
 0.146, 18.782, 0.055
 0.200, 19.143, 0.075
 0.158, 17.871, 0.024
 0.154, 20.445, 0.233
 0.179, 17.146, 0.012
 0.106, 19.385, 0.094
 0.155, 21.602, 0.572
 0.169, 17.313, 0.014
 0.106, 18.296, 0.035
 0.176, 18.348, 0.037
 0.188, 19.820, 0.137
 0.085, 19.335, 0.090
 0.057, 21.360, 0.479
 0.126, 18.528, 0.043
 0.167, 20.685, 0.283
 0.098, 16.120, 0.005
 0.150, 17.569, 0.018
 0.093, 21.368, 0.482
 0.078, 21.387, 0.489
 0.146, 21.435, 0.506
 0.154, 20.124, 0.178
 0.104, 20.747, 0.298
 0.174, 21.076, 0.386
 0.175, 21.393, 0.491
 0.193, 19.072, 0.071
 0.154, 19.426, 0.097
 0.186, 13.899, 0.001
 0.118, 19.573, 0.110
 0.174, 14.733, 0.001
 0.073, 16.872, 0.010
 0.183, 19.979, 0.157
 0.190, 18.277, 0.035
 0.131, 21.670, 0.600
 0.164, 21.345, 0.474
 0.197, 17.007, 0.011
 0.163, 21.741, 0.631
 0.039, 15.616, 0.003
 0.193, 19.986, 0.158
 0.192, 18.991, 0.066
 0.092, 18.728, 0.052
 0.144, 16.401, 0.006
 0.166, 17.829, 0.023
 0.150, 21.341, 0.472
 0.115, 15.653, 0.003
 0.161, 21.041, 0.376
 0.035, 21.781, 0.649
 0.182, 17.908, 0.025
 0.121, 18.147, 0.031
 0.194, 19.800, 0.135
 0.170, 18.194, 0.032
 0.077, 21.723, 0.623
 0.111, 17.176, 0.013
 0.141, 21.041, 0.376
 0.140, 18.416, 0.039
 0.176, 19.718, 0.125
 0.140, 18.174, 0.032
 0.136, 20.602, 0.265
 0.190, 18.856, 0.058
 0.144, 17.710, 0.021
 0.137, 20.857, 0.325
 0.153, 20.487, 0.241
 0.164, 17.407, 0.016
 0.155, 18.166, 0.031
 0.123, 21.570, 0.559
 0.124, 21.310, 0.461
 0.135, 20.534, 0.250
 0.080, 21.992, 0.749
 0.190, 18.791, 0.055
 0.181, 18.130, 0.030
 0.199, 16.533, 0.007
 0.133, 18.764, 0.054
 0.086, 20.911, 0.339
 0.145, 21.627, 0.582
 0.133, 20.214, 0.192
 0.136, 18.969, 0.065
 0.062, 21.265, 0.446
 0.127, 17.080, 0.012
 0.095, 21.338, 0.471
 0.131, 16.918, 0.010
 0.069, 14.633, 0.001
 0.109, 21.155, 0.410
 0.134, 21.277, 0.450
 0.191, 21.920, 0.713
 0.174, 21.601, 0.571
 0.152, 21.313, 0.463
 0.115, 21.228, 0.434
 0.168, 18.186, 0.032
 0.078, 13.771, 0.001
 0.200, 20.256, 0.198
 0.073, 17.333, 0.015
 0.167, 17.446, 0.016
 0.127, 21.136, 0.404
 0.054, 12.502, 0.000
 0.193, 15.191, 0.002
 0.175, 19.364, 0.092
 0.196, 14.840, 0.001
 0.153, 21.276, 0.450
 0.074, 21.360, 0.479
 0.044, 20.328, 0.211
 0.170, 20.719, 0.291
 0.044, 16.082, 0.005
 0.074, 21.423, 0.502
 0.160, 16.043, 0.004
 0.190, 18.931, 0.062
 0.148, 16.420, 0.006
 0.121, 21.945, 0.725
 0.048, 19.810, 0.136
 0.134, 18.440, 0.040
 0.057, 20.623, 0.269
 0.168, 21.423, 0.502
 0.190, 21.105, 0.395
 0.069, 21.726, 0.624
 0.123, 15.146, 0.002
 0.077, 19.322, 0.088
 0.124, 17.771, 0.022
 0.141, 18.355, 0.037
 0.144, 12.416, 0.000
 0.126, 21.117, 0.398
 0.189, 19.109, 0.073
 0.122, 18.197, 0.032
 0.118, 21.826, 0.669
 0.026, 20.712, 0.289
 0.137, 21.969, 0.737
 0.120, 19.568, 0.110
 0.184, 19.571, 0.110
 0.053, 21.695, 0.611
 0.108, 18.041, 0.028
 0.133, 21.403, 0.494
 0.163, 21.379, 0.486
 0.151, 18.786, 0.055
 0.156, 21.751, 0.635
 0.136, 21.328, 0.468
 0.181, 18.599, 0.046
 0.130, 19.628, 0.116
 0.195, 19.188, 0.079
 0.172, 17.115, 0.012
 0.120, 20.585, 0.261
 0.104, 20.848, 0.323
 0.148, 20.497, 0.243
 0.176, 16.391, 0.006
 0.154, 21.428, 0.504
 0.167, 21.383, 0.487
 0.139, 20.048, 0.166
 0.127, 18.290, 0.035
 0.179, 21.817, 0.665
 0.146, 20.302, 0.206
 0.186, 21.950, 0.728
 0.169, 19.568, 0.110
 0.097, 20.797, 0.310
 0.149, 15.791, 0.004
 0.195, 21.355, 0.477
 0.158, 17.879, 0.024
 0.158, 16.422, 0.006
 0.192, 19.680, 0.121
 0.112, 20.209, 0.191
 0.061, 21.653, 0.593
 0.156, 15.328, 0.002
 0.076, 20.648, 0.275
 0.140, 20.797, 0.310
 0.184, 21.707, 0.616
 0.146, 18.603, 0.047
 0.073, 19.157, 0.076
 0.160, 16.942, 0.010
 0.106, 18.197, 0.032
 0.136, 20.764, 0.302
 0.156, 20.497, 0.243
 0.172, 18.600, 0.046
 0.124, 21.631, 0.584
 0.125, 18.188, 0.032
 0.155, 21.262, 0.445
 0.131, 19.542, 0.107
 0.150, 19.580, 0.111
 0.170, 11.419, 0.000
 0.124, 21.811, 0.662
 0.152, 20.295, 0.205
 0.135, 21.210, 0.428
 0.129, 15.867, 0.004
 0.101, 20.757, 0.300
 0.159, 15.229, 0.002
 0.191, 18.040, 0.028
 0.180, 13.516, 0.000
 0.162, 19.206, 0.080
 0.121, 16.454, 0.007
 0.153, 19.633, 0.116
 0.107, 12.286, 0.000
 0.171, 19.118, 0.074
 0.103, 21.379, 0.486
 0.194, 20.703, 0.287
 0.165, 21.920, 0.713
 0.172, 18.256, 0.034
 0.190, 14.978, 0.002
 0.129, 19.050, 0.069
 0.107, 20.504, 0.244
 0.190, 15.246, 0.002
 0.144, 21.879, 0.694
 0.142, 16.534, 0.007
 0.130, 17.208, 0.013
 0.189, 21.656, 0.594
 0.168, 21.145, 0.407
 0.189, 20.326, 0.210
 0.146, 17.244, 0.014
 0.183, 18.979, 0.065
 0.157, 19.182, 0.078
 0.183, 13.717, 0.001
 0.148, 17.976, 0.026
 0.135, 20.822, 0.316
 0.064, 19.578, 0.111
 0.185, 18.483, 0.042
 0.199, 21.349, 0.475
 0.191, 21.697, 0.612
 0.191, 17.416, 0.016
 0.064, 21.572, 0.560
 0.197, 19.941, 0.152
 0.056, 14.301, 0.001
 0.151, 21.950, 0.728
 0.132, 21.839, 0.675
 0.158, 20.226, 0.194
 0.191, 21.897, 0.702
 0.100, 16.192, 0.005
 0.187, 21.393, 0.491
 0.088, 20.306, 0.207
 0.117, 14.069, 0.001
 0.180, 18.822, 0.057
 0.180, 16.056, 0.005
 0.199, 20.375, 0.219
 0.097, 21.844, 0.677
 0.163, 20.799, 0.310
 0.096, 16.838, 0.009
 0.198, 20.067, 0.169
 0.173, 18.803, 0.056
 0.094, 21.455, 0.514
 0.140, 21.939, 0.723
 0.102, 18.358, 0.037
 0.170, 21.970, 0.738
 0.194, 18.971, 0.065
 0.063, 21.979, 0.742
 0.195, 21.901, 0.704
 0.165, 17.780, 0.022
 0.111, 20.881, 0.331
 0.134, 14.660, 0.001
 0.186, 20.951, 0.350
 0.182, 19.910, 0.148
 0.105, 21.835, 0.673
 0.180, 20.302, 0.206
 0.169, 15.253, 0.002
 0.141, 20.588, 0.262
 0.096, 20.758, 0.300
 0.078, 21.836, 0.674
 0.167, 21.471, 0.520
 0.135, 20.986, 0.360
 0.178, 19.491, 0.103
 0.111, 18.156, 0.031
 0.179, 21.345, 0.474
 0.161, 17.637, 0.019
 0.160, 21.818, 0.665
 0.150, 16.794, 0.009
 0.130, 18.736, 0.052
 0.167, 19.834, 0.139
 0.172, 20.870, 0.328
 0.155, 21.805, 0.659
 0.166, 15.202, 0.002
 0.156, 15.860, 0.004
 0.169, 20.890, 0.334
 0.159, 21.271, 0.448
 0.184, 20.597, 0.263
 0.113, 16.223, 0.005
 0.169, 14.965, 0.002
 0.186, 18.824, 0.057
 0.167, 15.855, 0.004
 0.155, 14.672, 0.001
 0.129, 21.119, 0.399
 0.153, 19.373, 0.093
 0.160, 17.033, 0.011
 0.112, 21.110, 0.396
 0.194, 19.596, 0.113
 0.134, 20.276, 0.202
 0.194, 19.305, 0.087
 0.083, 18.049, 0.028
 0.180, 21.327, 0.467
 0.171, 19.787, 0.133
 0.153, 21.658, 0.595
 0.191, 18.373, 0.038
 0.115, 18.700, 0.051
 0.188, 19.986, 0.158
 0.092, 20.897, 0.336
 0.170, 15.700, 0.003
 0.182, 17.807, 0.023
 0.083, 21.107, 0.395
 0.189, 15.512, 0.003
 0.190, 21.254, 0.443
 0.180, 20.294, 0.205
 0.176, 20.517, 0.247
 0.138, 18.731, 0.052
 0.099, 19.263, 0.084
 0.176, 19.459, 0.100
 0.145, 20.232, 0.195
 0.191, 20.076, 0.170
 0.107, 19.045, 0.069
 0.127, 20.581, 0.260
 0.092, 11.869, 0.000
 0.145, 16.054, 0.005
 0.134, 19.128, 0.074
 0.161, 21.241, 0.438
 0.147, 15.291, 0.002
 0.169, 21.298, 0.458
 0.163, 21.301, 0.459
 0.159, 15.223, 0.002
 0.127, 20.608, 0.266
 0.169, 19.655, 0.118
 0.069, 21.544, 0.548
 0.123, 19.421, 0.097
 0.098, 20.872, 0.329
 0.154, 17.773, 0.022
 0.075, 15.938, 0.004
 0.105, 20.876, 0.330
 0.157, 20.971, 0.356
 0.188, 14.360, 0.001
 0.164, 21.673, 0.601
 0.118, 21.312, 0.462
 0.138, 19.312, 0.088
 0.146, 19.873, 0.143
 0.186, 20.403, 0.225
 0.107, 21.414, 0.498
 0.082, 19.451, 0.099
 0.197, 15.699, 0.003
 0.156, 20.858, 0.325
 0.056, 21.452, 0.513
 0.163, 20.464, 0.236
 0.114, 21.546, 0.549
 0.142, 21.985, 0.745
 0.062, 20.216, 0.192
 0.166, 19.538, 0.107
 0.123, 20.132, 0.179
 0.096, 14.437, 0.001
 0.168, 20.810, 0.313
 0.166, 19.971, 0.156
 0.152, 14.926, 0.002
 0.189, 16.343, 0.006
 0.116, 20.276, 0.202
 0.135, 21.787, 0.651
 0.172, 19.794, 0.134
 0.054, 21.950, 0.728
 0.139, 21.873, 0.691
 0.110, 14.597, 0.001
 0.197, 19.272, 0.085
 0.096, 21.545, 0.549
 0.183, 19.314, 0.088
 0.075, 17.569, 0.018
 0.163, 15.895, 0.004
 0.182, 16.938, 0.010
 0.142, 18.533, 0.044
 0.138, 19.347, 0.090
 0.093, 20.669, 0.280
 0.076, 19.952, 0.153
 0.057, 17.249, 0.014
 0.183, 21.255, 0.443
 0.148, 17.959, 0.026
 0.165, 19.497, 0.103
 0.169, 19.272, 0.085
 0.167, 20.830, 0.318
 0.168, 19.528, 0.106
 0.142, 21.571, 0.559
 0.167, 20.777, 0.305
 0.156, 19.930, 0.150
 0.167, 18.667, 0.049
 0.183, 18.394, 0.038
 0.072, 15.266, 0.002
 0.157, 18.352, 0.037
 0.169, 17.547, 0.018
 0.081, 21.882, 0.695
 0.174, 16.878, 0.010
 0.143, 18.868, 0.059
 0.180, 15.999, 0.004
 0.025, 12.599, 0.000
 0.198, 20.791, 0.308
 0.189, 19.126, 0.074
 0.172, 19.332, 0.089
 0.198, 20.481, 0.240
 0.125, 17.711, 0.021
 0.042, 21.553, 0.552
 0.126, 14.958, 0.002
 0.077, 20.432, 0.230
 0.141, 16.467, 0.007
 0.148, 16.151, 0.005
 0.170, 17.474, 0.017
 0.113, 19.385, 0.094
 0.064, 21.689, 0.608
 0.123, 16.190, 0.005
 0.180, 21.040, 0.375
 0.164, 16.153, 0.005
 0.175, 21.615, 0.577
 0.171, 19.480, 0.102
 0.175, 14.091, 0.001
 0.165, 21.103, 0.394
 0.160, 21.880, 0.694
 0.133, 20.481, 0.239
 0.196, 20.176, 0.186
 0.181, 21.737, 0.629
 0.160, 21.120, 0.399
 0.097, 19.574, 0.110
 0.179, 21.842, 0.676
 0.051, 18.792, 0.055
 0.198, 15.943, 0.004
 0.118, 20.688, 0.284
 0.106, 19.090, 0.072
 0.118, 15.544, 0.003
 0.133, 21.580, 0.563
 0.178, 18.000, 0.027
 0.151, 21.078, 0.387
 0.033, 13.387, 0.000
 0.124, 21.653, 0.593
 0.165, 20.857, 0.325
 0.191, 18.946, 0.063
 0.068, 21.144, 0.407
 0.152, 21.452, 0.513
 0.182, 21.285, 0.453
 0.066, 19.230, 0.082
 0.168, 21.599, 0.570
 0.160, 15.352, 0.002
 0.165, 19.271, 0.085
 0.109, 20.565, 0.257
 0.094, 21.354, 0.477
 0.179, 17.586, 0.018
 0.169, 20.829, 0.318
 0.027, 16.936, 0.010
 0.132, 20.664, 0.278
 0.199, 17.452, 0.016
 0.142, 15.169, 0.002
 0.102, 21.664, 0.597
 0.188, 19.365, 0.092
 0.065, 20.662, 0.278
 0.126, 17.392, 0.015
 0.171, 16.126, 0.005
 0.189, 19.327, 0.089
 0.027, 18.016, 0.027
 0.173, 20.492, 0.242
 0.197, 18.431, 0.040
 0.099, 21.026, 0.371
 0.193, 16.021, 0.004
 0.138, 18.137, 0.031
 0.097, 20.226, 0.194
 0.187, 21.864, 0.687
 0.173, 19.610, 0.114
 0.058, 19.450, 0.099
 0.047, 19.992, 0.159
 0.194, 20.039, 0.165
 0.088, 20.512, 0.246
 0.135, 20.493, 0.242
 0.172, 19.313, 0.088
 0.128, 21.808, 0.661
 0.120, 17.898, 0.025
 0.171, 15.851, 0.004
 0.115, 20.584, 0.261
 0.187, 18.117, 0.030
 0.193, 20.997, 0.363
 0.160, 19.912, 0.148
 0.196, 16.974, 0.011
 0.177, 21.383, 0.487
 0.089, 15.368, 0.002
 0.163, 21.928, 0.717
 0.100, 20.375, 0.219
 0.172, 19.266, 0.084
 0.194, 19.666, 0.120
 0.080, 21.536, 0.545
 0.101, 14.524, 0.001
 0.184, 21.672, 0.601
 0.118, 16.883, 0.010
 0.106, 17.785, 0.022
 0.200, 20.933, 0.345
 0.179, 20.136, 0.179
 0.130, 13.366, 0.000
 0.161, 16.901, 0.010
 0.177, 18.565, 0.045
 0.191, 19.326, 0.089
 0.073, 20.176, 0.185
 0.134, 18.726, 0.052
 0.191, 19.854, 0.141
 0.136, 20.934, 0.345
 0.094, 14.910, 0.002
 0.118, 20.328, 0.211
 0.147, 20.115, 0.176
 0.166, 14.685, 0.001
 0.127, 21.772, 0.645
 0.175, 18.948, 0.063
 0.164, 20.871, 0.329
 0.185, 21.470, 0.520
 0.086, 20.934, 0.345
 0.191, 18.831, 0.057
 0.180, 21.450, 0.512
 0.161, 21.931, 0.718
 0.157, 20.130, 0.179
 0.164, 15.263, 0.002
 0.162, 17.088, 0.012
 0.089, 17.044, 0.011
 0.195, 20.790, 0.308
 0.100, 21.985, 0.745
 0.139, 21.812, 0.663
 0.100, 19.717, 0.125
 0.021, 20.604, 0.265
 0.184, 18.781, 0.055
 0.140, 21.370, 0.483
 0.188, 21.882, 0.695
 0.112, 17.224, 0.013
 0.127, 20.741, 0.296
 0.168, 21.986, 0.746
 0.086, 14.959, 0.002
 0.187, 17.925, 0.025
 0.146, 21.807, 0.660
 0.175, 16.539, 0.007
 0.136, 21.702, 0.614
 0.069, 21.949, 0.727
 0.116, 18.188, 0.032
 0.171, 19.798, 0.134
 0.043, 21.746, 0.633
 0.117, 19.432, 0.097
 0.165, 21.912, 0.709
 0.159, 21.046, 0.377
 0.144, 21.609, 0.575
 0.163, 21.536, 0.545
 0.175, 17.395, 0.016
 0.095, 17.736, 0.021
 0.187, 21.815, 0.664
 0.169, 20.148, 0.181
 0.181, 19.430, 0.097
 0.191, 21.865, 0.687
 0.157, 16.974, 0.011
 0.148, 21.938, 0.722
 0.182, 20.320, 0.209
 0.085, 21.659, 0.595
 0.047, 19.350, 0.091
 0.189, 20.266, 0.200
 0.130, 18.530, 0.044
 0.129, 20.212, 0.191
 0.189, 17.248, 0.014
 0.143, 21.794, 0.654
 0.198, 18.476, 0.041
 0.124, 17.178, 0.013
 0.119, 18.224, 0.033
 0.131, 20.623, 0.269
 0.196, 19.824, 0.137
 0.099, 20.813, 0.314
 0.058, 20.878, 0.330
 0.128, 21.025, 0.371
 0.199, 20.416, 0.227
 0.129, 19.084, 0.072
 0.173, 18.160, 0.031
 0.159, 15.071, 0.002
 0.101, 21.703, 0.614
 0.195, 20.352, 0.215
 0.162, 19.264, 0.084
 0.168, 19.983, 0.157
 0.156, 19.727, 0.126
 0.194, 20.952, 0.350
 0.151, 19.797, 0.134
 0.148, 18.667, 0.049
 0.189, 14.077, 0.001
 0.132, 20.734, 0.294
 0.146, 21.487, 0.526
 0.156, 16.413, 0.006
 0.198, 18.970, 0.065
 0.193, 21.632, 0.584
 0.195, 21.477, 0.522
 0.173, 19.071, 0.071
 0.200, 20.684, 0.283
 0.129, 18.815, 0.056
 0.197, 19.184, 0.078
 0.177, 21.300, 0.458
 0.159, 20.071, 0.170
 0.194, 17.604, 0.019
 0.170, 21.151, 0.409
 0.193, 19.249, 0.083
 0.169, 21.546, 0.549
 0.199, 20.739, 0.296
 0.147, 21.610, 0.575
 0.144, 17.216, 0.013
 0.147, 18.853, 0.058
 0.151, 21.002, 0.364
 0.190, 20.344, 0.214
 0.198, 20.606, 0.265
 0.087, 20.091, 0.173
 0.163, 21.995, 0.750
 0.160, 16.947, 0.010
 0.145, 18.044, 0.028
 0.052, 15.828, 0.004
 0.085, 21.442, 0.509
 0.146, 20.641, 0.273
 0.053, 17.401, 0.016
 0.163, 17.247, 0.014
 0.161, 21.685, 0.607
 0.194, 18.265, 0.034
 0.110, 21.695, 0.611
 0.106, 21.490, 0.527
 0.195, 21.999, 0.752
 0.166, 20.374, 0.219
 0.156, 20.247, 0.197
 0.121, 21.091, 0.391
 0.113, 17.913, 0.025
 0.072, 11.723, 0.000
 0.186, 19.364, 0.092
 0.035, 20.506, 0.244
 0.145, 17.601, 0.019
 0.099, 19.209, 0.080
 0.172, 21.227, 0.433
 0.196, 21.809, 0.661
 0.100, 20.394, 0.223
 0.198, 17.308, 0.014
 0.190, 21.402, 0.494
 0.165, 13.016, 0.000
 0.075, 20.782, 0.306
 0.137, 21.787, 0.651
 0.167, 19.642, 0.117
 0.183, 21.310, 0.461
 0.067, 20.188, 0.188
 0.199, 20.125, 0.178
 0.119, 19.760, 0.130
 0.165, 21.829, 0.671
 0.114, 20.932, 0.345
 0.172, 20.135, 0.179
 0.074, 19.654, 0.118
 0.190, 21.393, 0.491
 0.131, 21.060, 0.381
 0.143, 20.711, 0.289
 0.050, 20.140, 0.180
 0.178, 20.153, 0.182
 0.178, 19.459, 0.100
 0.169, 21.894, 0.701
 0.155, 18.463, 0.041
 0.151, 17.779, 0.022
 0.137, 20.968, 0.355
 0.101, 15.386, 0.002
 0.102, 17.297, 0.014
 0.127, 21.966, 0.736
 0.112, 20.479, 0.239
 0.048, 16.878, 0.010
 0.114, 20.949, 0.350
 0.139, 20.758, 0.300
 0.194, 21.235, 0.436
 0.196, 17.698, 0.020
 0.189, 18.669, 0.049
 0.012, 19.612, 0.114
 0.106, 19.795, 0.134
 0.067, 17.724, 0.021
 0.109, 19.384, 0.093
 0.169, 19.222, 0.081
 0.181, 21.862, 0.686
 0.134, 17.539, 0.018
 0.187, 21.812, 0.663
 0.123, 20.133, 0.179
 0.120, 20.581, 0.260
 0.083, 12.384, 0.000
 0.049, 21.600, 0.571
 0.010, 15.970, 0.004
 0.098, 18.917, 0.062
 0.076, 21.082, 0.388
 0.199, 17.158, 0.012
 0.197, 21.539, 0.546
 0.120, 21.525, 0.541
 0.128, 16.407, 0.006
 0.179, 19.915, 0.149
 0.079, 19.161, 0.077
 0.186, 21.642, 0.588
 0.189, 21.277, 0.450
 0.125, 20.076, 0.170
 0.193, 21.967, 0.736
 0.174, 21.991, 0.748
 0.179, 16.515, 0.007
 0.121, 21.774, 0.645
 0.089, 20.500, 0.243
 0.111, 21.064, 0.383
 0.100, 20.573, 0.258
 0.044, 20.648, 0.275
 0.138, 21.315, 0.463
 0.169, 20.977, 0.357
 0.126, 21.842, 0.676
 0.146, 13.733, 0.001
 0.145, 20.070, 0.170
 0.188, 20.413, 0.226
 0.108, 19.901, 0.147
 0.094, 20.093, 0.173
 0.164, 21.926, 0.716
 0.180, 21.523, 0.540
 0.186, 18.651, 0.049
 0.162, 21.640, 0.587
 0.118, 17.949, 0.026
 0.106, 20.794, 0.309
 0.087, 21.346, 0.474
 0.124, 21.608, 0.574
 0.187, 16.566, 0.007
 0.179, 18.525, 0.043
 0.195, 15.565, 0.003
 0.122, 12.472, 0.000
 0.121, 19.525, 0.106
 0.183, 21.121, 0.400
 0.152, 17.913, 0.025
 0.060, 19.099, 0.073
 0.120, 21.820, 0.666
 0.159, 18.456, 0.041
 0.160, 20.773, 0.304
 0.059, 19.256, 0.083
 0.173, 17.281, 0.014
 0.085, 18.017, 0.027
 0.127, 21.874, 0.691
 0.156, 21.442, 0.509
 0.196, 15.504, 0.003
 0.041, 11.587, 0.000
 0.134, 20.697, 0.286
 0.108, 17.438, 0.016
 0.145, 16.695, 0.008
 0.186, 17.127, 0.012
 0.089, 16.511, 0.007
 0.148, 18.406, 0.039
 0.091, 19.240, 0.082
 0.073, 16.557, 0.007
 0.050, 18.161, 0.031
 0.120, 19.011, 0.067
 0.094, 18.246, 0.034
 0.119, 17.411, 0.016
 0.147, 19.796, 0.134
 0.065, 20.903, 0.337
 0.185, 20.203, 0.190
 0.124, 21.807, 0.660
 0.043, 19.153, 0.076
 0.199, 20.636, 0.272
 0.160, 17.444, 0.016
 0.197, 19.455, 0.099
 0.092, 21.140, 0.406
 0.160, 20.809, 0.313
 0.084, 21.568, 0.558
 0.165, 16.665, 0.008
 0.112, 21.571, 0.559
 0.054, 21.054, 0.379
 0.103, 16.703, 0.008
 0.155, 21.122, 0.400
 0.094, 14.655, 0.001
 0.197, 16.603, 0.008
 0.174, 14.481, 0.001
 0.153, 19.397, 0.094
 0.177, 14.667, 0.001
 0.174, 19.202, 0.079
 0.118, 19.522, 0.105
 0.199, 17.966, 0.026
 0.139, 18.822, 0.057
 0.169, 20.742, 0.296
 0.178, 21.171, 0.415
 0.168, 20.171, 0.185
 0.188, 16.132, 0.005
 0.154, 18.082, 0.029
 0.161, 19.266, 0.084
 0.163, 16.841, 0.009
 0.173, 21.222, 0.432
 0.173, 21.679, 0.604
 0.172, 21.457, 0.515
 0.131, 16.166, 0.005
 0.059, 20.289, 0.204
 0.178, 16.651, 0.008
 0.142, 21.912, 0.709
 0.177, 19.493, 0.103
 0.149, 21.973, 0.739
 0.143, 21.215, 0.430
 0.110, 15.538, 0.003
 0.175, 19.649, 0.118
 0.118, 17.291, 0.014
 0.181, 19.996, 0.159
 0.175, 17.960, 0.026
 0.014, 19.866, 0.142
 0.095, 19.104, 0.073
 0.183, 21.459, 0.515
 0.178, 17.448, 0.016
 0.086, 19.445, 0.099
 0.150, 21.872, 0.690
 0.103, 20.993, 0.362
 0.153, 21.781, 0.648
